age,workclass,education,marital.status,income
40,Private,Preschool,Married,<=50K.
56,Self,HS-grad,Married,<=50K.
48,Private,9th,Married,<=50K.
21,Private,Assoc-voc,Never Married,<=50K.
52,Private,11th,Widowed,<=50K.
60,Govt,Masters,Married,>50K.
45,Private,Doctorate,Married,>50K.
30,Private,HS-grad,Married,<=50K.
31,Private,HS-grad,Married,<=50K.
43,Private,HS-grad,Married,<=50K.
36,Private,9th,Married,<=50K.
42,Private,Prof-school,Married,<=50K.
28,Govt,Masters,Married,>50K.
62,Private,Prof-school,Married,>50K.
65,NA,HS-grad,Separated,<=50K.
45,Private,Assoc-voc,Married,>50K.
47,Private,Bachelors,Married,>50K.
43,Private,Assoc-acdm,Married,<=50K.
24,Private,Some-college,Never Married,<=50K.
44,Private,HS-grad,Separated,<=50K.
25,Private,HS-grad,Never Married,<=50K.
21,Private,Some-college,Never Married,<=50K.
29,Private,Assoc-voc,Married,<=50K.
21,Private,Some-college,Never Married,<=50K.
41,Self,Prof-school,Married,>50K.
64,NA,Bachelors,Married,<=50K.
55,Self,Some-college,Married,<=50K.
42,Private,HS-grad,Married,<=50K.
63,Self,HS-grad,Married,<=50K.
21,Private,Some-college,Never Married,<=50K.
28,Private,Assoc-voc,Never Married,<=50K.
45,Private,HS-grad,Married,<=50K.
21,Private,HS-grad,Never Married,<=50K.
34,Private,Masters,Married,>50K.
53,Private,12th,Never Married,<=50K.
45,Private,HS-grad,Married,<=50K.
47,Private,HS-grad,Divorced,<=50K.
41,Private,11th,Divorced,<=50K.
35,Private,Bachelors,Married,>50K.
43,Self,Masters,Married,>50K.
53,Govt,1st-4th,Married,<=50K.
34,Private,Some-college,Never Married,<=50K.
46,Govt,Assoc-voc,Married,>50K.
59,Private,Assoc-acdm,Widowed,>50K.
53,Private,Bachelors,Divorced,<=50K.
33,Private,7th-8th,Separated,<=50K.
45,Private,HS-grad,Married,<=50K.
48,Self,Masters,Married,>50K.
42,Private,Some-college,Divorced,<=50K.
55,Private,HS-grad,Married,>50K.
46,Self,HS-grad,Married,<=50K.
17,Private,11th,Never Married,<=50K.
23,Private,Some-college,Never Married,<=50K.
21,Private,HS-grad,Never Married,<=50K.
53,Govt,HS-grad,Divorced,<=50K.
61,Self,HS-grad,Married,>50K.
58,Govt,HS-grad,Divorced,<=50K.
36,Private,HS-grad,Married,<=50K.
45,Govt,Some-college,Divorced,<=50K.
39,Private,Bachelors,Married,>50K.
39,Private,Bachelors,Divorced,>50K.
48,Self,Doctorate,Married,>50K.
41,Private,Bachelors,Married,<=50K.
30,Private,Assoc-acdm,Married,<=50K.
50,Private,Assoc-acdm,Divorced,<=50K.
51,Self,HS-grad,Married,>50K.
23,Private,Some-college,Separated,<=50K.
41,Private,Some-college,Married,<=50K.
47,Govt,HS-grad,Married,<=50K.
51,Private,Bachelors,Married,<=50K.
60,Self,HS-grad,Married,<=50K.
51,Private,Bachelors,Divorced,<=50K.
20,Govt,Some-college,Never Married,<=50K.
29,Govt,HS-grad,Never Married,<=50K.
42,Govt,Some-college,Married,<=50K.
32,Private,HS-grad,Divorced,<=50K.
19,Private,12th,Never Married,<=50K.
34,Private,Assoc-voc,Married,>50K.
48,Private,HS-grad,Widowed,<=50K.
38,Private,Some-college,Married,<=50K.
38,Private,Prof-school,Never Married,>50K.
40,Self,Bachelors,Married,<=50K.
39,Private,Masters,Never Married,>50K.
38,Private,Masters,Married,<=50K.
26,Private,Bachelors,Never Married,<=50K.
23,Govt,Some-college,Never Married,<=50K.
20,Private,5th-6th,Never Married,<=50K.
49,Private,Bachelors,Married,<=50K.
23,Private,HS-grad,Never Married,<=50K.
47,Private,Bachelors,Married,>50K.
43,Private,Some-college,Married,<=50K.
56,Private,Some-college,Divorced,<=50K.
60,Self,11th,Married,<=50K.
29,Private,HS-grad,Divorced,<=50K.
25,Private,Bachelors,Never Married,<=50K.
39,Private,Assoc-voc,Never Married,<=50K.
37,Private,Assoc-voc,Never Married,<=50K.
38,Private,Bachelors,Never Married,<=50K.
47,Private,HS-grad,Divorced,<=50K.
50,Self,Prof-school,Divorced,>50K.
64,Self,HS-grad,Married,>50K.
35,Private,Some-college,Married,<=50K.
25,NA,11th,Never Married,<=50K.
42,Private,Bachelors,Married,>50K.
51,Private,Bachelors,Separated,<=50K.
21,Private,HS-grad,Never Married,<=50K.
53,Self,Masters,Divorced,>50K.
29,Private,Assoc-voc,Divorced,<=50K.
34,Private,Prof-school,Married,<=50K.
37,Private,Masters,Married,>50K.
20,Private,12th,Never Married,<=50K.
18,Private,Some-college,Never Married,<=50K.
57,Private,Some-college,Married,>50K.
47,NA,Assoc-voc,Married,>50K.
27,Private,Some-college,Married,<=50K.
23,Self,Assoc-voc,Never Married,<=50K.
36,Self,Bachelors,Divorced,<=50K.
48,Private,HS-grad,Divorced,<=50K.
40,Private,Some-college,Married,<=50K.
51,Private,Bachelors,Divorced,<=50K.
59,Private,9th,Married,<=50K.
32,Private,Some-college,Married,<=50K.
39,Private,Some-college,Divorced,<=50K.
32,Private,HS-grad,Married,<=50K.
38,Private,HS-grad,Married,>50K.
44,Govt,Bachelors,Never Married,<=50K.
51,Private,HS-grad,Married,<=50K.
54,Private,HS-grad,Never Married,<=50K.
22,Private,Some-college,Never Married,<=50K.
19,Private,HS-grad,Never Married,<=50K.
31,Govt,Assoc-acdm,Married,<=50K.
53,Private,HS-grad,Married,<=50K.
28,Private,Bachelors,Married,<=50K.
19,Private,HS-grad,Never Married,<=50K.
40,Govt,Some-college,Married,>50K.
21,Private,Some-college,Never Married,<=50K.
39,Private,Bachelors,Married,>50K.
40,Govt,Masters,Married,>50K.
36,Private,HS-grad,Married,<=50K.
18,Private,9th,Never Married,<=50K.
32,Self,Bachelors,Married,>50K.
50,Private,HS-grad,Married,<=50K.
18,Private,11th,Never Married,<=50K.
19,Private,HS-grad,Never Married,<=50K.
53,Private,Some-college,Divorced,>50K.
49,Private,HS-grad,Divorced,<=50K.
40,Private,Bachelors,Married,<=50K.
31,Private,Some-college,Never Married,<=50K.
47,Self,HS-grad,Married,<=50K.
35,Govt,Some-college,Married,<=50K.
47,Govt,Some-college,Never Married,<=50K.
43,Self,Masters,Divorced,<=50K.
51,Private,Some-college,Never Married,<=50K.
54,Private,Masters,Married,>50K.
76,Govt,9th,Married,<=50K.
33,Private,7th-8th,Never Married,<=50K.
19,Private,12th,Never Married,<=50K.
49,Private,Assoc-voc,Married,<=50K.
26,Private,HS-grad,Married,<=50K.
23,Private,Some-college,Never Married,<=50K.
49,Private,HS-grad,Married,>50K.
24,Private,Some-college,Never Married,<=50K.
48,Private,HS-grad,Never Married,<=50K.
36,Govt,Some-college,Married,<=50K.
33,Private,12th,Separated,<=50K.
31,Private,Bachelors,Married,>50K.
53,Private,Bachelors,Married,>50K.
22,Private,Bachelors,Never Married,<=50K.
43,Private,HS-grad,Married,<=50K.
31,Private,Assoc-acdm,Married,<=50K.
53,Govt,Masters,Divorced,<=50K.
36,Govt,Bachelors,Married,<=50K.
47,Govt,HS-grad,Married,>50K.
52,Private,Some-college,Married,>50K.
39,Private,HS-grad,Divorced,<=50K.
24,Private,Bachelors,Never Married,<=50K.
17,Govt,10th,Never Married,<=50K.
53,Govt,Masters,Married,>50K.
21,Private,Some-college,Never Married,<=50K.
29,Private,Bachelors,Never Married,>50K.
34,Govt,Bachelors,Married,<=50K.
28,Private,Some-college,Never Married,<=50K.
61,Private,Bachelors,Married,>50K.
20,Private,HS-grad,Married,<=50K.
47,Govt,HS-grad,Married,<=50K.
40,Private,Bachelors,Married,>50K.
26,Govt,Some-college,Never Married,<=50K.
53,Private,Some-college,Married,>50K.
26,Private,Bachelors,Never Married,<=50K.
39,Private,Prof-school,Married,>50K.
17,Govt,11th,Never Married,<=50K.
46,Private,Doctorate,Never Married,>50K.
34,Private,Bachelors,Married,>50K.
45,Self,Bachelors,Divorced,<=50K.
23,Private,HS-grad,Never Married,<=50K.
41,Private,HS-grad,Married,<=50K.
26,Private,Bachelors,Never Married,<=50K.
28,Self,Bachelors,Never Married,<=50K.
18,Self,11th,Never Married,<=50K.
38,Private,HS-grad,Never Married,>50K.
66,NA,Assoc-voc,Widowed,<=50K.
28,Private,Bachelors,Married,>50K.
49,Private,Masters,Never Married,>50K.
29,Private,Bachelors,Never Married,<=50K.
43,Govt,Masters,Married,>50K.
34,Govt,Masters,Never Married,<=50K.
30,Private,Assoc-voc,Married,>50K.
25,Private,Bachelors,Married,>50K.
27,Private,Bachelors,Married,<=50K.
25,Private,HS-grad,Never Married,<=50K.
22,Private,Some-college,Never Married,<=50K.
26,Private,HS-grad,Never Married,<=50K.
49,Private,HS-grad,Married,<=50K.
44,Self,HS-grad,Married,<=50K.
37,Self,Assoc-acdm,Married,<=50K.
39,Private,Bachelors,Never Married,<=50K.
33,Private,HS-grad,Divorced,<=50K.
41,Self,Masters,Married,>50K.
65,Private,Bachelors,Married,>50K.
40,Private,Bachelors,Never Married,<=50K.
26,NA,Bachelors,Married,<=50K.
31,Private,Some-college,Never Married,<=50K.
28,Private,Some-college,Never Married,<=50K.
71,Private,HS-grad,Married,<=50K.
25,Govt,Bachelors,Never Married,<=50K.
25,Private,7th-8th,Married,<=50K.
19,NA,Some-college,Married,<=50K.
36,Self,Prof-school,Married,<=50K.
56,Private,HS-grad,Married,<=50K.
34,Private,Some-college,Married,<=50K.
39,Private,Bachelors,Married,>50K.
31,Private,Prof-school,Divorced,>50K.
22,Private,HS-grad,Never Married,<=50K.
44,Private,Some-college,Never Married,<=50K.
60,Self,HS-grad,Married,<=50K.
65,Private,11th,Divorced,<=50K.
44,Private,Some-college,Married,>50K.
53,Govt,HS-grad,Divorced,<=50K.
28,Private,HS-grad,Married,<=50K.
41,Private,Bachelors,Divorced,<=50K.
40,Self,HS-grad,Divorced,<=50K.
35,Private,11th,Married,<=50K.
41,Self,9th,Married,<=50K.
28,Private,HS-grad,Married,<=50K.
53,Private,HS-grad,Married,<=50K.
26,Private,Some-college,Never Married,<=50K.
28,Govt,HS-grad,Never Married,<=50K.
27,Private,Some-college,Divorced,<=50K.
27,Private,HS-grad,Never Married,<=50K.
26,Private,HS-grad,Married,>50K.
53,Private,HS-grad,Widowed,<=50K.
34,Private,HS-grad,Married,>50K.
50,Self,Masters,Never Married,<=50K.
30,Private,HS-grad,Divorced,<=50K.
47,Private,HS-grad,Separated,<=50K.
27,NA,HS-grad,Never Married,<=50K.
55,Govt,Some-college,Married,<=50K.
21,Private,Some-college,Never Married,<=50K.
35,Private,Some-college,Never Married,<=50K.
31,Self,12th,Married,<=50K.
39,Self,Masters,Married,>50K.
30,Private,Bachelors,Married,<=50K.
39,Private,HS-grad,Married,>50K.
19,Private,Some-college,Never Married,<=50K.
25,NA,HS-grad,Married,<=50K.
57,Self,HS-grad,Married,<=50K.
21,Private,Some-college,Never Married,<=50K.
30,NA,7th-8th,Widowed,<=50K.
25,Self,Some-college,Never Married,<=50K.
32,Private,Assoc-voc,Married,>50K.
26,Private,HS-grad,Separated,<=50K.
42,Private,Some-college,Married,<=50K.
39,Self,Some-college,Divorced,<=50K.
48,Private,Bachelors,Divorced,<=50K.
24,Private,Some-college,Never Married,<=50K.
46,Private,Assoc-voc,Married,>50K.
53,Private,Some-college,Married,<=50K.
36,Govt,Some-college,Married,<=50K.
34,Private,HS-grad,Divorced,<=50K.
25,Private,HS-grad,Never Married,<=50K.
33,Private,Some-college,Never Married,>50K.
45,Private,Bachelors,Married,>50K.
31,Govt,Assoc-acdm,Never Married,<=50K.
21,Private,HS-grad,Never Married,<=50K.
33,Private,9th,Divorced,<=50K.
44,Private,Some-college,Divorced,<=50K.
34,Private,Assoc-voc,Married,>50K.
30,Private,Some-college,Divorced,<=50K.
32,Govt,Some-college,Never Married,<=50K.
46,NA,HS-grad,Divorced,<=50K.
29,Private,Bachelors,Married,>50K.
20,Private,Some-college,Never Married,<=50K.
35,Govt,HS-grad,Divorced,<=50K.
35,Private,HS-grad,Separated,<=50K.
29,Private,HS-grad,Never Married,<=50K.
21,Private,HS-grad,Never Married,<=50K.
43,Govt,Bachelors,Married,>50K.
33,Private,HS-grad,Married,<=50K.
61,Govt,Prof-school,Married,>50K.
42,Private,Masters,Never Married,<=50K.
33,Private,12th,Married,<=50K.
35,Govt,Some-college,Never Married,<=50K.
32,NA,HS-grad,Married,<=50K.
22,Private,Some-college,Never Married,<=50K.
61,Private,HS-grad,Divorced,<=50K.
28,Private,Assoc-voc,Never Married,<=50K.
24,Private,HS-grad,Never Married,<=50K.
58,Govt,Masters,Never Married,<=50K.
42,Private,HS-grad,Married,<=50K.
56,Private,Some-college,Married,>50K.
26,NA,Some-college,Never Married,<=50K.
25,Private,HS-grad,Separated,<=50K.
59,Private,HS-grad,Married,<=50K.
65,Self,Bachelors,Married,<=50K.
57,Private,Masters,Divorced,>50K.
36,Private,Assoc-acdm,Married,>50K.
42,Private,Some-college,Married,>50K.
18,NA,12th,Never Married,<=50K.
18,Private,11th,Married,<=50K.
28,Private,HS-grad,Married,>50K.
20,Private,HS-grad,Married,<=50K.
19,Private,Some-college,Never Married,<=50K.
28,Private,Bachelors,Divorced,>50K.
37,Private,Assoc-voc,Married,<=50K.
23,Private,Some-college,Never Married,<=50K.
60,Private,Some-college,Divorced,<=50K.
17,Govt,12th,Never Married,<=50K.
37,Govt,Bachelors,Never Married,<=50K.
29,Govt,Assoc-voc,Divorced,<=50K.
34,Private,HS-grad,Separated,<=50K.
36,Private,Some-college,Married,>50K.
37,Self,Some-college,Married,<=50K.
47,Govt,Bachelors,Married,<=50K.
22,Private,HS-grad,Never Married,<=50K.
61,Private,HS-grad,Married,<=50K.
57,Private,5th-6th,Married,<=50K.
33,Govt,Doctorate,Married,>50K.
54,Private,HS-grad,Married,>50K.
40,Private,Masters,Never Married,<=50K.
40,Private,12th,Married,>50K.
40,Govt,HS-grad,Never Married,<=50K.
35,Private,11th,Married,<=50K.
32,Private,11th,Never Married,<=50K.
49,Self,Some-college,Married,<=50K.
31,Private,HS-grad,Never Married,<=50K.
58,Private,Bachelors,Married,<=50K.
26,Self,Bachelors,Never Married,<=50K.
35,Self,7th-8th,Married,<=50K.
25,Private,Some-college,Never Married,<=50K.
43,Private,12th,Married,<=50K.
32,Private,Some-college,Never Married,<=50K.
45,Private,Bachelors,Married,>50K.
48,Private,HS-grad,Never Married,<=50K.
31,Private,5th-6th,Never Married,<=50K.
20,NA,Some-college,Never Married,<=50K.
28,Private,HS-grad,Never Married,<=50K.
50,Self,Bachelors,Divorced,<=50K.
22,Private,HS-grad,Never Married,<=50K.
19,Private,Some-college,Never Married,<=50K.
38,Private,Bachelors,Married,>50K.
23,Private,HS-grad,Never Married,<=50K.
24,Self,Bachelors,Never Married,<=50K.
26,Private,Assoc-voc,Married,<=50K.
45,Govt,HS-grad,Divorced,<=50K.
88,Private,Some-college,Divorced,<=50K.
19,Private,11th,Never Married,<=50K.
24,Private,HS-grad,Never Married,<=50K.
84,NA,5th-6th,Married,<=50K.
48,Private,10th,Married,<=50K.
46,Private,Some-college,Married,<=50K.
31,Self,HS-grad,Married,<=50K.
58,Private,HS-grad,Widowed,<=50K.
35,Govt,HS-grad,Married,<=50K.
36,Private,HS-grad,Never Married,<=50K.
36,Private,Prof-school,Married,>50K.
47,Govt,Masters,Married,>50K.
57,Private,9th,Widowed,<=50K.
30,Private,Some-college,Married,<=50K.
30,Govt,Masters,Married,<=50K.
19,NA,12th,Married,>50K.
30,Self,Bachelors,Never Married,<=50K.
23,Govt,Some-college,Never Married,>50K.
41,Self,Prof-school,Married,>50K.
52,Private,Some-college,Divorced,<=50K.
27,Private,Assoc-acdm,Never Married,<=50K.
59,Private,HS-grad,Married,<=50K.
21,Private,HS-grad,Never Married,<=50K.
60,Private,HS-grad,Widowed,<=50K.
69,Govt,Prof-school,Married,>50K.
24,Private,HS-grad,Never Married,<=50K.
19,Private,HS-grad,Never Married,<=50K.
60,Govt,Assoc-acdm,Married,<=50K.
64,Private,Some-college,Widowed,<=50K.
39,Self,Assoc-voc,Married,>50K.
51,Private,Assoc-acdm,Married,>50K.
51,Private,10th,Divorced,<=50K.
25,Private,Some-college,Divorced,<=50K.
17,NA,10th,Never Married,<=50K.
37,Private,Some-college,Divorced,<=50K.
74,Self,HS-grad,Widowed,<=50K.
26,Govt,Bachelors,Married,>50K.
23,Private,HS-grad,Never Married,<=50K.
57,Self,Prof-school,Married,>50K.
20,Private,11th,Never Married,<=50K.
37,Private,HS-grad,Married,<=50K.
46,Private,Bachelors,Married,<=50K.
39,Private,Some-college,Divorced,>50K.
40,Private,HS-grad,Widowed,<=50K.
50,Govt,HS-grad,Married,<=50K.
25,Private,Preschool,Never Married,<=50K.
44,Private,HS-grad,Married,<=50K.
41,Private,HS-grad,Married,<=50K.
30,Self,HS-grad,Married,>50K.
38,Private,Assoc-voc,Married,<=50K.
54,Private,10th,Married,<=50K.
40,Govt,HS-grad,Divorced,<=50K.
37,Private,11th,Married,>50K.
46,Govt,Bachelors,Married,>50K.
38,Private,HS-grad,Divorced,<=50K.
20,Private,Some-college,Never Married,<=50K.
71,NA,Assoc-acdm,Married,<=50K.
35,Private,Some-college,Married,<=50K.
62,Private,Bachelors,Married,>50K.
34,Private,Bachelors,Never Married,<=50K.
56,Self,HS-grad,Married,<=50K.
30,Govt,Masters,Married,<=50K.
17,Private,11th,Never Married,<=50K.
18,Self,11th,Never Married,<=50K.
35,Private,11th,Married,<=50K.
21,Private,HS-grad,Never Married,<=50K.
46,Self,HS-grad,Divorced,<=50K.
33,Self,Some-college,Married,<=50K.
27,Private,Some-college,Never Married,<=50K.
36,Private,Some-college,Married,>50K.
42,Private,7th-8th,Married,<=50K.
35,Private,HS-grad,Married,<=50K.
25,Private,Bachelors,Separated,<=50K.
47,Govt,Bachelors,Married,>50K.
44,Govt,Prof-school,Married,>50K.
51,Govt,HS-grad,Married,>50K.
53,Private,HS-grad,Married,>50K.
47,Private,HS-grad,Married,<=50K.
20,Private,11th,Never Married,<=50K.
32,Private,Some-college,Separated,<=50K.
28,Private,HS-grad,Married,<=50K.
58,NA,5th-6th,Married,<=50K.
52,Private,HS-grad,Divorced,<=50K.
35,Private,Masters,Separated,>50K.
30,Private,Some-college,Married,<=50K.
33,Private,Some-college,Never Married,<=50K.
56,Govt,Bachelors,Separated,<=50K.
21,Private,Some-college,Never Married,<=50K.
56,NA,Some-college,Never Married,<=50K.
56,Private,Bachelors,Married,>50K.
45,Private,Bachelors,Married,>50K.
20,Private,Some-college,Never Married,<=50K.
62,Govt,HS-grad,Married,>50K.
24,Private,Bachelors,Never Married,<=50K.
52,Govt,Bachelors,Separated,<=50K.
23,Private,HS-grad,Married,<=50K.
36,Private,Masters,Married,>50K.
40,Private,Some-college,Never Married,<=50K.
30,Private,Some-college,Married,<=50K.
41,Private,9th,Married,<=50K.
59,Private,HS-grad,Married,>50K.
27,Private,Masters,Never Married,<=50K.
19,NA,Some-college,Never Married,<=50K.
41,Private,Some-college,Never Married,<=50K.
27,Private,Bachelors,Never Married,<=50K.
50,Private,HS-grad,Widowed,<=50K.
29,Private,5th-6th,Never Married,<=50K.
38,Private,Bachelors,Married,>50K.
30,Private,HS-grad,Never Married,<=50K.
48,Private,Bachelors,Married,<=50K.
39,Govt,Assoc-acdm,Married,>50K.
40,Private,Assoc-voc,Married,<=50K.
27,Govt,11th,Married,<=50K.
59,Self,Masters,Married,>50K.
31,NA,HS-grad,Divorced,<=50K.
34,Private,HS-grad,Married,>50K.
47,Self,Prof-school,Never Married,>50K.
64,Self,1st-4th,Married,<=50K.
29,Private,9th,Married,<=50K.
38,Govt,HS-grad,Never Married,<=50K.
42,Private,Bachelors,Married,>50K.
49,Private,Bachelors,Married,>50K.
53,Private,Some-college,Married,<=50K.
35,Private,Some-college,Married,>50K.
70,NA,Bachelors,Married,<=50K.
38,Private,HS-grad,Married,<=50K.
36,Private,Bachelors,Divorced,<=50K.
34,Self,Bachelors,Married,<=50K.
24,Private,Bachelors,Never Married,<=50K.
23,Private,Some-college,Never Married,<=50K.
21,Private,Some-college,Never Married,<=50K.
47,Private,Some-college,Widowed,<=50K.
59,Private,7th-8th,Never Married,<=50K.
33,Govt,Assoc-acdm,Divorced,>50K.
63,Self,Some-college,Married,>50K.
18,Govt,HS-grad,Never Married,<=50K.
32,Private,Bachelors,Never Married,<=50K.
33,Private,Bachelors,Married,<=50K.
19,Private,HS-grad,Never Married,<=50K.
27,Govt,HS-grad,Never Married,<=50K.
40,Private,Some-college,Divorced,>50K.
38,Self,Assoc-acdm,Married,<=50K.
20,Private,HS-grad,Never Married,<=50K.
35,Self,HS-grad,Separated,<=50K.
22,Private,Some-college,Never Married,<=50K.
40,Private,Masters,Married,>50K.
34,Private,Some-college,Married,>50K.
23,Private,10th,Never Married,<=50K.
26,Private,Bachelors,Never Married,<=50K.
53,Self,Some-college,Married,<=50K.
34,Private,Some-college,Married,>50K.
39,Private,HS-grad,Married,<=50K.
25,Private,9th,Married,<=50K.
18,Private,11th,Never Married,<=50K.
65,Private,Bachelors,Never Married,<=50K.
49,Self,Bachelors,Never Married,<=50K.
64,Private,10th,Married,<=50K.
68,Private,Bachelors,Married,>50K.
56,Self,Some-college,Divorced,<=50K.
68,Govt,HS-grad,Divorced,<=50K.
35,Private,Bachelors,Married,>50K.
50,Govt,HS-grad,Never Married,<=50K.
45,Private,HS-grad,Divorced,<=50K.
43,Private,Bachelors,Married,<=50K.
39,Private,Some-college,Separated,<=50K.
37,Private,HS-grad,Divorced,<=50K.
45,Private,Bachelors,Married,>50K.
20,NA,Some-college,Never Married,<=50K.
36,Private,Assoc-acdm,Never Married,<=50K.
26,Private,Some-college,Never Married,<=50K.
36,Private,Bachelors,Never Married,<=50K.
47,Private,Bachelors,Never Married,<=50K.
34,Private,HS-grad,Never Married,<=50K.
53,Private,Some-college,Widowed,<=50K.
32,Private,Bachelors,Divorced,<=50K.
44,Self,5th-6th,Married,<=50K.
25,Private,HS-grad,Never Married,<=50K.
35,Private,5th-6th,Never Married,<=50K.
34,Private,Assoc-acdm,Divorced,<=50K.
42,Private,Some-college,Married,<=50K.
47,Private,HS-grad,Divorced,<=50K.
23,Private,HS-grad,Never Married,<=50K.
56,Govt,HS-grad,Divorced,<=50K.
50,Private,Doctorate,Married,>50K.
38,Private,HS-grad,Married,<=50K.
46,Private,Assoc-voc,Married,>50K.
47,Private,Assoc-acdm,Separated,<=50K.
38,Self,HS-grad,Married,<=50K.
42,Private,HS-grad,Married,<=50K.
48,Private,HS-grad,Married,<=50K.
27,Private,HS-grad,Never Married,<=50K.
40,Private,Assoc-voc,Married,<=50K.
53,Private,Doctorate,Married,>50K.
75,Self,Assoc-voc,Widowed,<=50K.
39,Private,Bachelors,Married,>50K.
46,Govt,Assoc-acdm,Divorced,<=50K.
51,Private,HS-grad,Widowed,<=50K.
34,Private,HS-grad,Divorced,<=50K.
23,Private,Some-college,Married,<=50K.
32,Private,Assoc-voc,Never Married,<=50K.
45,Self,Some-college,Never Married,<=50K.
21,Private,Some-college,Never Married,<=50K.
36,Private,HS-grad,Married,<=50K.
40,Private,10th,Married,<=50K.
20,NA,10th,Divorced,<=50K.
68,Private,9th,Divorced,<=50K.
40,Private,Bachelors,Married,>50K.
20,Private,Some-college,Never Married,<=50K.
48,Govt,Masters,Divorced,>50K.
27,Private,Bachelors,Never Married,<=50K.
57,Govt,Assoc-voc,Never Married,<=50K.
54,Self,HS-grad,Married,>50K.
47,Private,HS-grad,Divorced,<=50K.
30,Govt,Some-college,Married,<=50K.
17,NA,11th,Never Married,<=50K.
35,Private,Some-college,Married,>50K.
56,Govt,12th,Never Married,<=50K.
20,Private,HS-grad,Never Married,<=50K.
38,Govt,Bachelors,Married,<=50K.
19,Private,Some-college,Never Married,<=50K.
24,Private,HS-grad,Never Married,<=50K.
31,Private,Some-college,Never Married,<=50K.
44,Govt,Bachelors,Never Married,<=50K.
21,Govt,Some-college,Never Married,<=50K.
41,Private,Some-college,Married,<=50K.
18,Private,11th,Never Married,<=50K.
23,Private,9th,Never Married,<=50K.
37,Govt,Some-college,Married,<=50K.
46,NA,Assoc-voc,Divorced,<=50K.
43,Self,Bachelors,Divorced,<=50K.
31,Private,1st-4th,Married,<=50K.
40,Private,Some-college,Divorced,>50K.
27,Private,Prof-school,Divorced,<=50K.
64,Govt,Some-college,Never Married,<=50K.
31,Govt,Assoc-voc,Never Married,<=50K.
48,Private,Masters,Married,<=50K.
37,Self,Bachelors,Married,>50K.
28,Private,Some-college,Divorced,<=50K.
42,Private,Some-college,Married,<=50K.
60,Self,7th-8th,Married,<=50K.
17,Private,11th,Never Married,<=50K.
21,NA,Some-college,Never Married,<=50K.
46,Private,10th,Divorced,<=50K.
18,Private,HS-grad,Never Married,<=50K.
22,Private,HS-grad,Never Married,<=50K.
44,Self,Bachelors,Divorced,<=50K.
36,Private,HS-grad,Married,<=50K.
65,Private,Assoc-voc,Divorced,<=50K.
26,Private,HS-grad,Never Married,<=50K.
21,Private,10th,Married,<=50K.
41,Private,HS-grad,Divorced,<=50K.
28,Private,Some-college,Never Married,<=50K.
27,Private,Some-college,Never Married,<=50K.
19,Govt,Some-college,Never Married,<=50K.
40,Private,Some-college,Married,<=50K.
19,Private,HS-grad,Never Married,<=50K.
40,Private,Assoc-voc,Married,<=50K.
37,Private,HS-grad,Never Married,<=50K.
33,Private,Some-college,Married,>50K.
34,Private,HS-grad,Married,<=50K.
44,Govt,Assoc-acdm,Never Married,<=50K.
33,Private,Some-college,Divorced,<=50K.
72,Govt,HS-grad,Married,<=50K.
19,Private,HS-grad,Never Married,<=50K.
59,Private,Assoc-voc,Divorced,<=50K.
40,Private,HS-grad,Divorced,<=50K.
35,Private,HS-grad,Divorced,<=50K.
22,Private,Assoc-acdm,Never Married,<=50K.
41,Private,Masters,Never Married,<=50K.
59,Private,Some-college,Married,>50K.
50,Private,12th,Divorced,<=50K.
21,Private,Assoc-acdm,Never Married,<=50K.
40,Self,HS-grad,Married,<=50K.
22,Private,HS-grad,Never Married,<=50K.
43,Private,5th-6th,Separated,<=50K.
17,Private,11th,Never Married,<=50K.
42,Govt,7th-8th,Divorced,<=50K.
37,Private,Some-college,Married,>50K.
19,Private,12th,Never Married,<=50K.
43,Private,5th-6th,Married,<=50K.
46,Private,9th,Separated,<=50K.
18,NA,HS-grad,Never Married,<=50K.
50,Govt,Prof-school,Married,>50K.
47,Self,7th-8th,Married,<=50K.
31,Private,HS-grad,Never Married,<=50K.
33,Private,7th-8th,Married,<=50K.
27,Private,HS-grad,Married,>50K.
59,Self,HS-grad,Married,<=50K.
39,Govt,HS-grad,Married,>50K.
29,Private,Some-college,Married,<=50K.
26,Private,Bachelors,Widowed,<=50K.
24,Private,HS-grad,Never Married,<=50K.
25,Private,Some-college,Never Married,<=50K.
30,Private,Some-college,Never Married,<=50K.
52,Govt,11th,Married,<=50K.
51,Govt,Masters,Married,>50K.
30,Private,Bachelors,Never Married,>50K.
19,NA,Some-college,Never Married,<=50K.
23,Private,Some-college,Never Married,<=50K.
37,Govt,Doctorate,Married,<=50K.
25,Govt,Some-college,Married,<=50K.
49,Self,Prof-school,Married,>50K.
30,Private,HS-grad,Married,<=50K.
40,Private,Some-college,Divorced,<=50K.
20,Private,HS-grad,Never Married,<=50K.
35,Self,Assoc-voc,Married,<=50K.
24,Private,Bachelors,Never Married,<=50K.
32,Private,HS-grad,Separated,<=50K.
35,Private,HS-grad,Separated,<=50K.
20,Private,HS-grad,Never Married,<=50K.
29,Govt,HS-grad,Married,>50K.
25,Private,HS-grad,Never Married,<=50K.
50,Govt,7th-8th,Married,<=50K.
24,Private,HS-grad,Never Married,<=50K.
49,NA,Bachelors,Married,>50K.
30,Govt,HS-grad,Divorced,<=50K.
