"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","response","Training.Test.Validation"
"19642",64,"management","married","high.school","no","yes","no","cellular","apr","fri",693,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.4,5099,"yes",0.445422
"19643",27,"student","single","university.degree","no","no","no","cellular","apr","fri",227,1,999,1,"failure",-1.8,93.075,-47.1,1.4,5099,"yes",0.482659
"19644",38,"technician","single","university.degree","no","no","no","cellular","apr","fri",202,5,999,1,"failure",-1.8,93.075,-47.1,1.4,5099,"yes",0.330077
"19645",66,"retired","married","professional.course","no","yes","yes","cellular","apr","fri",222,4,999,0,"nonexistent",-1.8,93.075,-47.1,1.4,5099,"no",0.042385
"19646",64,"retired","married","university.degree","no","no","no","cellular","apr","fri",173,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.4,5099,"no",0.07826
"19647",34,"unknown","married","basic.4y","no","no","yes","cellular","apr","fri",83,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.4,5099,"no",0.574182
"19648",71,"retired","married","university.degree","no","yes","yes","telephone","apr","mon",89,12,999,0,"nonexistent",-1.8,93.075,-47.1,1.392,5099,"no",0.632872
"19649",38,"admin.","married","university.degree","no","unknown","unknown","cellular","apr","mon",124,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.392,5099,"yes",0.288168
"19650",27,"management","married","university.degree","no","no","no","cellular","apr","mon",54,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.392,5099,"no",0.557159
"19651",36,"management","married","university.degree","no","no","no","cellular","apr","mon",98,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.392,5099,"no",0.40395
"19652",27,"admin.","single","university.degree","no","yes","no","cellular","apr","mon",148,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.392,5099,"yes",0.581775
"19653",27,"management","married","university.degree","no","no","no","cellular","apr","mon",444,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.392,5099,"yes",0.348229
"19654",41,"admin.","married","high.school","no","no","no","cellular","apr","mon",160,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.392,5099,"no",0.23656
"19655",53,"admin.","single","high.school","no","yes","no","cellular","apr","mon",167,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.392,5099,"no",0.231238
"19656",38,"admin.","divorced","university.degree","no","no","no","cellular","apr","mon",360,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.392,5099,"yes",0.613753
"19657",85,"retired","married","basic.4y","no","no","no","cellular","apr","mon",81,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.392,5099,"no",0.209727
"19658",62,"self-employed","married","university.degree","no","no","no","cellular","apr","mon",66,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.392,5099,"no",0.049906
"19659",23,"management","single","university.degree","no","yes","no","cellular","apr","mon",122,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.392,5099,"yes",0.19466
"19660",38,"technician","married","professional.course","no","yes","no","cellular","apr","mon",90,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.392,5099,"no",0.138946
"19661",34,"unknown","married","basic.4y","no","no","no","telephone","apr","mon",151,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.392,5099,"no",0.465771
"19662",27,"admin.","single","university.degree","no","yes","no","cellular","apr","tue",151,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.384,5099,"no",0.166648
"19663",52,"blue-collar","married","basic.6y","no","no","no","cellular","apr","tue",139,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.384,5099,"no",0.53113
"19664",85,"retired","married","basic.4y","no","no","no","cellular","apr","tue",165,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.384,5099,"no",0.206554
"19665",61,"retired","divorced","university.degree","no","yes","no","cellular","apr","tue",118,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.384,5099,"no",0.107974
"19666",38,"admin.","divorced","university.degree","no","yes","no","cellular","apr","tue",177,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.384,5099,"yes",0.143585
"19667",38,"services","married","high.school","no","no","no","cellular","apr","tue",186,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.384,5099,"no",0.124989
"19668",31,"admin.","single","university.degree","no","yes","no","cellular","apr","tue",101,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.384,5099,"no",0.224097
"19669",33,"admin.","single","high.school","no","yes","no","cellular","apr","wed",961,2,999,1,"failure",-1.8,93.075,-47.1,1.372,5099,"yes",0.257459
"19670",69,"retired","married","high.school","no","yes","no","cellular","apr","wed",153,4,999,1,"failure",-1.8,93.075,-47.1,1.372,5099,"no",0.588417
"19671",55,"services","divorced","professional.course","no","yes","no","telephone","apr","wed",164,23,999,0,"nonexistent",-1.8,93.075,-47.1,1.372,5099,"no",0.490465
"19672",52,"management","divorced","professional.course","no","yes","no","cellular","apr","wed",85,7,999,0,"nonexistent",-1.8,93.075,-47.1,1.372,5099,"no",0.064444
"19673",24,"technician","single","university.degree","no","yes","no","cellular","apr","thu",170,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.388745
"19674",31,"management","single","university.degree","no","yes","no","cellular","apr","thu",211,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.030618
"19675",24,"technician","single","university.degree","no","yes","no","cellular","apr","thu",192,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.289019
"19676",79,"retired","married","basic.9y","no","yes","no","cellular","apr","thu",510,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.473473
"19677",60,"admin.","married","professional.course","no","yes","no","cellular","apr","thu",571,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.503882
"19678",58,"retired","married","basic.4y","no","yes","no","cellular","apr","thu",185,1,2,1,"success",-1.8,93.075,-47.1,1.365,5099,"no",0.273713
"19679",60,"retired","divorced","professional.course","no","yes","no","cellular","apr","thu",968,1,5,2,"failure",-1.8,93.075,-47.1,1.365,5099,"yes",0.452725
"19680",31,"technician","single","university.degree","no","yes","no","cellular","apr","thu",701,1,5,1,"success",-1.8,93.075,-47.1,1.365,5099,"yes",0.130643
"19681",26,"admin.","single","university.degree","no","yes","no","cellular","apr","thu",239,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.21153
"19682",44,"admin.","married","university.degree","no","no","no","cellular","apr","thu",109,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.167868
"19683",53,"admin.","single","university.degree","no","no","no","cellular","apr","thu",494,1,2,1,"success",-1.8,93.075,-47.1,1.365,5099,"yes",0.468574
"19684",39,"services","married","high.school","no","yes","no","cellular","apr","thu",243,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.286164
"19685",31,"admin.","single","university.degree","no","no","no","cellular","apr","thu",353,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.587915
"19686",46,"admin.","married","high.school","no","no","no","telephone","apr","thu",268,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.184443
"19687",21,"admin.","single","high.school","no","no","no","cellular","apr","thu",264,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.306264
"19688",60,"admin.","married","high.school","no","unknown","unknown","cellular","apr","thu",208,1,2,1,"success",-1.8,93.075,-47.1,1.365,5099,"yes",0.443844
"19689",40,"admin.","married","university.degree","no","no","yes","cellular","apr","thu",499,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.527667
"19690",51,"services","married","basic.6y","no","no","no","cellular","apr","thu",407,1,2,1,"success",-1.8,93.075,-47.1,1.365,5099,"yes",0.200064
"19691",45,"management","married","university.degree","unknown","yes","no","cellular","apr","thu",220,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.238469
"19692",60,"admin.","married","high.school","no","no","no","cellular","apr","thu",447,1,2,1,"success",-1.8,93.075,-47.1,1.365,5099,"yes",0.273528
"19693",48,"entrepreneur","married","university.degree","no","yes","no","cellular","apr","thu",62,1,2,1,"success",-1.8,93.075,-47.1,1.365,5099,"no",0.041456
"19694",54,"management","married","university.degree","no","yes","no","cellular","apr","thu",85,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.383781
"19695",54,"management","married","university.degree","no","yes","no","cellular","apr","thu",121,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.3502
"19696",40,"admin.","married","high.school","no","yes","no","cellular","apr","thu",160,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.335049
"19697",40,"admin.","married","high.school","no","yes","no","cellular","apr","thu",401,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.61702
"19698",77,"retired","divorced","basic.4y","no","no","no","cellular","apr","thu",155,1,999,1,"failure",-1.8,93.075,-47.1,1.365,5099,"no",0.266125
"19699",34,"technician","single","professional.course","no","yes","no","cellular","apr","thu",313,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.541577
"19700",53,"management","divorced","university.degree","no","no","no","cellular","apr","thu",152,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.376936
"19701",53,"management","divorced","university.degree","no","yes","no","cellular","apr","thu",297,1,2,1,"success",-1.8,93.075,-47.1,1.365,5099,"yes",0.18661
"19702",24,"student","single","professional.course","no","yes","no","cellular","apr","thu",413,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.157233
"19703",46,"admin.","married","high.school","no","yes","no","cellular","apr","thu",231,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.172817
"19704",43,"admin.","married","university.degree","no","no","no","cellular","apr","thu",104,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.610684
"19705",40,"blue-collar","married","basic.9y","no","no","no","cellular","apr","thu",328,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.396981
"19706",29,"admin.","single","high.school","no","yes","no","cellular","apr","thu",733,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.419313
"19707",40,"technician","divorced","university.degree","no","yes","no","cellular","apr","thu",335,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.513102
"19708",45,"admin.","single","high.school","no","yes","no","cellular","apr","thu",354,1,2,1,"success",-1.8,93.075,-47.1,1.365,5099,"yes",0.198534
"19709",41,"technician","divorced","professional.course","no","unknown","unknown","cellular","apr","thu",347,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.435617
"19710",48,"entrepreneur","married","university.degree","no","no","no","cellular","apr","thu",294,2,2,1,"success",-1.8,93.075,-47.1,1.365,5099,"yes",0.36146
"19711",31,"self-employed","single","university.degree","no","yes","no","cellular","apr","thu",383,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.078378
"19712",34,"admin.","married","university.degree","no","yes","yes","cellular","apr","thu",177,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.400869
"19713",30,"admin.","single","university.degree","no","no","no","cellular","apr","thu",368,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.573121
"19714",53,"technician","married","university.degree","no","no","yes","cellular","apr","thu",126,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.177873
"19715",41,"admin.","single","university.degree","no","unknown","unknown","cellular","apr","thu",1277,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.59145
"19716",54,"housemaid","married","high.school","no","yes","yes","cellular","apr","thu",267,1,999,1,"failure",-1.8,93.075,-47.1,1.365,5099,"no",0.003317
"19717",54,"housemaid","married","high.school","no","no","no","cellular","apr","thu",381,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.514315
"19718",40,"self-employed","married","university.degree","no","no","no","cellular","apr","thu",187,10,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.563901
"19719",30,"student","single","university.degree","no","no","no","cellular","apr","thu",200,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.004618
"19720",28,"unemployed","single","basic.4y","no","yes","no","cellular","apr","thu",156,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.417761
"19721",36,"technician","single","professional.course","no","yes","no","cellular","apr","thu",218,1,2,2,"success",-1.8,93.075,-47.1,1.365,5099,"yes",0.416001
"19722",37,"self-employed","single","university.degree","no","yes","no","cellular","apr","thu",465,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.075733
"19723",33,"services","married","high.school","no","yes","no","cellular","apr","thu",900,2,999,2,"failure",-1.8,93.075,-47.1,1.365,5099,"yes",0.013863
"19724",23,"admin.","single","high.school","no","yes","no","cellular","apr","thu",132,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.180603
"19725",35,"management","married","university.degree","no","no","no","cellular","apr","thu",127,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.109435
"19726",38,"self-employed","married","professional.course","no","yes","no","cellular","apr","thu",779,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.390569
"19727",27,"blue-collar","single","university.degree","no","yes","no","cellular","apr","thu",246,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.441884
"19728",35,"management","married","university.degree","no","yes","no","cellular","apr","thu",878,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.458852
"19729",20,"student","single","high.school","no","yes","no","cellular","apr","thu",195,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.617052
"19730",81,"retired","married","professional.course","no","yes","no","cellular","apr","thu",99,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.05665
"19731",49,"admin.","single","university.degree","no","no","no","cellular","apr","thu",222,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.565291
"19732",35,"admin.","single","university.degree","no","yes","yes","cellular","apr","thu",58,1,999,1,"failure",-1.8,93.075,-47.1,1.365,5099,"no",0.419219
"19733",35,"technician","married","professional.course","no","no","no","cellular","apr","thu",337,2,5,1,"success",-1.8,93.075,-47.1,1.365,5099,"yes",0.549788
"19734",51,"technician","married","professional.course","no","yes","no","cellular","apr","thu",115,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.532356
"19735",46,"technician","married","professional.course","no","yes","no","cellular","apr","thu",369,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.151477
"19736",51,"technician","married","professional.course","no","yes","no","cellular","apr","thu",341,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.562628
"19737",55,"admin.","married","unknown","no","yes","no","cellular","apr","thu",110,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.363427
"19738",27,"admin.","single","university.degree","no","yes","no","cellular","apr","thu",193,1,999,1,"failure",-1.8,93.075,-47.1,1.365,5099,"no",0.483225
"19739",49,"admin.","married","high.school","no","yes","no","cellular","apr","thu",216,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.377868
"19740",81,"retired","married","professional.course","no","no","no","cellular","apr","thu",135,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.302864
"19741",36,"technician","married","professional.course","no","yes","yes","cellular","apr","thu",266,2,2,2,"success",-1.8,93.075,-47.1,1.365,5099,"yes",0.05608
"19742",44,"blue-collar","married","basic.9y","no","yes","no","telephone","apr","thu",455,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.157995
"19743",47,"admin.","married","university.degree","no","yes","no","cellular","apr","thu",53,1,999,1,"failure",-1.8,93.075,-47.1,1.365,5099,"no",0.084291
"19744",33,"services","married","high.school","no","yes","no","cellular","apr","thu",524,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.407342
"19745",34,"technician","married","professional.course","no","yes","no","cellular","apr","thu",258,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.337858
"19746",25,"technician","single","professional.course","no","yes","yes","cellular","apr","thu",104,1,999,1,"failure",-1.8,93.075,-47.1,1.365,5099,"no",0.021666
"19747",24,"admin.","single","university.degree","no","yes","no","cellular","apr","thu",103,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.114068
"19748",56,"entrepreneur","married","university.degree","no","yes","no","cellular","apr","thu",207,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.609054
"19749",56,"entrepreneur","married","university.degree","no","no","no","cellular","apr","thu",284,1,999,1,"failure",-1.8,93.075,-47.1,1.365,5099,"no",0.382996
"19750",29,"admin.","single","university.degree","no","no","no","cellular","apr","thu",800,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.617872
"19751",56,"entrepreneur","married","university.degree","no","yes","no","cellular","apr","thu",472,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.264511
"19752",56,"entrepreneur","married","university.degree","no","no","no","cellular","apr","thu",99,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.361001
"19753",56,"entrepreneur","married","university.degree","no","no","no","cellular","apr","thu",196,1,2,1,"success",-1.8,93.075,-47.1,1.365,5099,"no",0.368718
"19754",45,"management","married","university.degree","unknown","yes","no","cellular","apr","thu",452,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.265471
"19755",30,"admin.","married","university.degree","no","yes","no","cellular","apr","thu",316,1,999,1,"failure",-1.8,93.075,-47.1,1.365,5099,"yes",0.496186
"19756",37,"self-employed","single","university.degree","no","yes","no","cellular","apr","thu",270,2,999,1,"failure",-1.8,93.075,-47.1,1.365,5099,"no",0.51204
"19757",27,"admin.","single","high.school","no","yes","no","cellular","apr","thu",127,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.380543
"19758",25,"self-employed","single","university.degree","no","yes","no","cellular","apr","thu",113,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.008133
"19759",29,"admin.","single","professional.course","no","yes","no","cellular","apr","thu",130,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.104585
"19760",49,"management","married","university.degree","no","no","no","cellular","apr","thu",97,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.158729
"19761",54,"management","married","university.degree","no","yes","no","cellular","apr","thu",311,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.330086
"19762",20,"student","single","basic.4y","no","yes","no","cellular","apr","thu",209,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.480363
"19763",43,"technician","single","university.degree","no","no","no","cellular","apr","thu",64,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.381541
"19764",24,"student","single","high.school","no","no","yes","cellular","apr","thu",209,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.077065
"19765",56,"entrepreneur","married","university.degree","no","no","no","cellular","apr","thu",457,1,2,1,"success",-1.8,93.075,-47.1,1.365,5099,"yes",0.54036
"19766",25,"unemployed","single","university.degree","no","yes","no","cellular","apr","thu",260,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.56614
"19767",46,"services","married","high.school","no","no","no","cellular","apr","thu",146,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.569806
"19768",46,"services","married","high.school","no","yes","yes","cellular","apr","thu",354,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.268938
"19769",60,"admin.","married","high.school","no","yes","yes","cellular","apr","thu",482,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.156934
"19770",47,"blue-collar","single","basic.6y","no","no","no","cellular","apr","thu",309,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.472309
"19771",47,"blue-collar","married","high.school","no","no","no","cellular","apr","thu",439,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.295655
"19772",36,"blue-collar","married","basic.9y","no","no","no","cellular","apr","thu",171,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.306844
"19773",69,"retired","married","university.degree","no","yes","no","cellular","apr","thu",616,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.382921
"19774",63,"retired","married","high.school","no","no","no","cellular","apr","thu",198,1,999,1,"failure",-1.8,93.075,-47.1,1.365,5099,"no",0.162076
"19775",28,"admin.","single","university.degree","no","yes","no","cellular","apr","thu",249,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.121614
"19776",21,"admin.","single","high.school","no","no","no","cellular","apr","thu",97,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.33311
"19777",31,"admin.","single","university.degree","no","yes","yes","cellular","apr","thu",102,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.37232
"19778",37,"self-employed","single","university.degree","no","yes","no","cellular","apr","thu",48,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.142257
"19779",37,"admin.","married","high.school","no","yes","no","cellular","apr","thu",226,1,2,1,"success",-1.8,93.075,-47.1,1.365,5099,"no",0.403558
"19780",24,"student","single","high.school","no","yes","no","cellular","apr","thu",88,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.505497
"19781",37,"admin.","married","high.school","no","yes","no","cellular","apr","thu",574,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.081132
"19782",28,"admin.","single","university.degree","no","no","yes","telephone","apr","thu",917,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.103113
"19783",48,"unemployed","single","basic.9y","no","yes","no","cellular","apr","thu",242,1,2,1,"success",-1.8,93.075,-47.1,1.365,5099,"yes",0.502774
"19784",58,"retired","divorced","professional.course","no","no","no","cellular","apr","thu",430,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.018725
"19785",48,"unemployed","single","basic.9y","no","yes","no","cellular","apr","thu",228,1,999,1,"failure",-1.8,93.075,-47.1,1.365,5099,"no",0.280628
"19786",36,"admin.","married","university.degree","no","yes","no","cellular","apr","thu",483,1,0,1,"success",-1.8,93.075,-47.1,1.365,5099,"yes",0.543557
"19787",33,"blue-collar","single","basic.4y","no","no","no","cellular","apr","thu",452,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.264434
"19788",30,"entrepreneur","single","university.degree","no","yes","no","cellular","apr","thu",666,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.465495
"19789",30,"admin.","single","university.degree","no","no","no","cellular","apr","thu",69,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.615586
"19790",33,"blue-collar","single","basic.4y","no","yes","no","cellular","apr","thu",352,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.465605
"19791",57,"retired","married","university.degree","no","no","no","cellular","apr","thu",81,1,999,1,"failure",-1.8,93.075,-47.1,1.365,5099,"no",0.254754
"19792",55,"admin.","divorced","university.degree","no","no","no","cellular","apr","thu",260,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.598273
"19793",22,"student","single","high.school","no","no","no","cellular","apr","thu",780,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.571817
"19794",40,"technician","married","professional.course","no","yes","no","cellular","apr","thu",580,2,2,1,"success",-1.8,93.075,-47.1,1.365,5099,"yes",0.074823
"19795",31,"admin.","single","high.school","no","yes","yes","cellular","apr","thu",398,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.273422
"19796",41,"technician","divorced","professional.course","no","yes","no","cellular","apr","thu",834,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.486512
"19797",43,"admin.","married","university.degree","no","yes","no","cellular","apr","thu",114,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.380638
"19798",35,"management","married","university.degree","no","yes","yes","cellular","apr","thu",435,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.140961
"19799",58,"retired","divorced","university.degree","no","no","no","cellular","apr","thu",211,1,2,1,"success",-1.8,93.075,-47.1,1.365,5099,"no",0.586122
"19800",38,"admin.","single","university.degree","no","yes","yes","cellular","apr","thu",555,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.41051
"19801",40,"self-employed","single","university.degree","unknown","yes","no","cellular","apr","thu",384,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.559991
"19802",34,"admin.","single","professional.course","no","no","no","cellular","apr","thu",168,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.588079
"19803",18,"student","single","basic.4y","no","yes","yes","cellular","apr","thu",184,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.006369
"19804",25,"admin.","single","university.degree","no","no","yes","telephone","apr","thu",71,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.050528
"19805",23,"student","single","high.school","no","yes","no","cellular","apr","thu",354,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.24021
"19806",47,"unknown","married","unknown","no","no","no","cellular","apr","thu",85,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.558709
"19807",44,"technician","single","professional.course","no","no","no","cellular","apr","thu",116,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.039857
"19808",56,"entrepreneur","married","university.degree","no","no","yes","cellular","apr","thu",488,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.110242
"19809",33,"blue-collar","single","basic.4y","no","yes","yes","cellular","apr","thu",460,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.251774
"19810",24,"technician","single","university.degree","no","yes","no","cellular","apr","thu",477,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"yes",0.467254
"19811",28,"admin.","married","university.degree","no","yes","no","cellular","apr","thu",63,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.139714
"19812",36,"admin.","married","university.degree","no","yes","no","cellular","apr","thu",970,1,999,1,"failure",-1.8,93.075,-47.1,1.365,5099,"yes",0.509797
"19813",58,"retired","married","basic.4y","no","no","no","cellular","apr","thu",266,1,999,1,"failure",-1.8,93.075,-47.1,1.365,5099,"yes",0.632322
"19814",41,"technician","divorced","professional.course","no","no","no","cellular","apr","thu",774,2,999,1,"failure",-1.8,93.075,-47.1,1.365,5099,"yes",0.639634
"19815",51,"housemaid","married","unknown","no","yes","yes","cellular","apr","thu",132,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.107559
"19816",28,"student","single","high.school","no","yes","no","cellular","apr","thu",121,1,999,1,"failure",-1.8,93.075,-47.1,1.365,5099,"no",0.1036
"19817",49,"management","married","university.degree","no","no","yes","cellular","apr","thu",296,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099,"no",0.474963
"19818",29,"management","single","high.school","no","yes","no","cellular","apr","thu",329,2,999,1,"failure",-1.8,93.075,-47.1,1.365,5099,"no",0.290922
