"","Int.l.Plan","VMail.Plan","Day.Mins","CustServ.Calls","Churn."
"3122","no","no",169.9,1,"False."
"3123","no","no",185,3,"False."
"3124","no","yes",204.9,0,"False."
"3127","no","no",239.3,0,"False."
"3128","no","no",113.3,4,"True."
"3130","no","yes",133.3,2,"False."
"3131","no","yes",170.7,3,"False."
"3132","no","no",189.7,5,"False."
"3134","no","no",124.4,2,"False."
"3135","no","no",146.9,3,"False."
"3136","no","no",192.6,1,"False."
"3137","no","yes",96.3,1,"False."
"3138","no","no",131.9,3,"False."
"3140","no","no",143.1,2,"False."
"3141","no","no",280.4,5,"False."
"3142","no","yes",237.2,1,"False."
"3143","no","no",184.2,2,"False."
"3144","no","no",109.1,3,"False."
"3145","no","no",138.1,5,"True."
"3147","no","no",155.4,1,"False."
"3148","no","no",245.3,4,"False."
"3149","yes","no",205.9,0,"True."
"3150","no","no",207.2,1,"False."
"3151","no","yes",151.5,2,"False."
"3152","no","no",221.9,0,"True."
"3153","no","no",190,1,"False."
"3154","no","no",220.8,2,"False."
"3155","no","yes",173.7,2,"False."
"3156","no","no",114.8,2,"False."
"3157","no","no",113.8,3,"False."
"3159","no","no",184.4,3,"False."
"3160","no","no",227.4,1,"False."
"3161","no","no",224,0,"False."
"3162","no","no",216.2,2,"False."
"3163","no","no",129.9,0,"False."
"3165","no","no",204.4,1,"False."
"3166","no","yes",216.6,1,"False."
"3167","no","no",247.5,2,"True."
"3169","no","no",225.9,1,"True."
"3170","no","no",103.5,4,"True."
"3175","no","yes",29.9,2,"False."
"3177","no","no",141.4,0,"False."
"3179","no","no",190.5,0,"False."
"3180","no","no",192.6,1,"False."
"3182","no","no",215.6,5,"False."
"3183","no","no",180,3,"False."
"3184","no","no",157.3,2,"False."
"3185","no","no",196.5,0,"False."
"3186","no","no",240.3,0,"False."
"3187","no","no",193.3,3,"False."
"3188","no","yes",211.9,1,"False."
"3190","yes","no",246.8,0,"True."
"3191","no","no",174.7,6,"True."
"3192","no","no",240,0,"True."
"3195","no","yes",174.7,0,"False."
"3196","no","yes",211.1,2,"False."
"3197","no","no",169.3,1,"False."
"3199","no","yes",131.2,2,"False."
"3200","no","no",161.4,1,"False."
"3201","yes","no",107.2,1,"False."
"3202","no","yes",211.9,1,"False."
"3204","no","yes",230.7,1,"False."
"3205","no","no",232.6,1,"False."
"3206","no","no",294.7,1,"True."
"3207","no","no",133.4,1,"False."
"3208","no","yes",306.2,0,"False."
"3209","no","no",236.8,2,"False."
"3210","yes","yes",125.7,3,"True."
"3211","yes","no",168.4,1,"False."
"3213","no","yes",105,0,"False."
"3215","yes","no",180.9,3,"False."
"3216","no","yes",156.6,1,"False."
"3217","no","yes",180.5,0,"False."
"3218","no","yes",238.8,1,"False."
"3220","no","yes",139.6,2,"False."
"3221","no","yes",200.3,0,"False."
"3223","yes","yes",128.2,3,"False."
"3225","no","no",226.4,3,"True."
"3226","no","no",251.9,2,"False."
"3228","no","no",153.7,0,"False."
"3229","no","no",232.1,5,"False."
"3230","no","no",201.9,1,"False."
"3232","no","yes",196.6,1,"False."
"3233","no","no",232.1,1,"False."
"3236","no","yes",141,3,"False."
"3237","no","yes",245,0,"False."
"3238","yes","no",140.8,1,"False."
"3239","no","no",255.1,3,"True."
"3240","no","yes",125,2,"False."
"3241","no","no",180.6,1,"False."
"3242","yes","no",248.7,1,"True."
"3243","no","yes",178.1,0,"False."
"3244","yes","no",122.2,5,"True."
"3245","no","no",231.3,1,"False."
"3246","no","no",111.2,3,"False."
"3247","yes","yes",103.2,0,"True."
"3248","no","no",138.4,4,"True."
"3249","no","no",146.3,0,"False."
"3250","no","no",206.3,0,"False."
"3251","no","no",132,0,"False."
"3253","no","no",185.3,0,"False."
"3254","no","yes",154.8,1,"False."
"3255","no","yes",179.2,1,"False."
"3256","yes","no",286.2,2,"True."
"3259","no","no",243,2,"False."
"3260","no","no",134.9,1,"False."
"3262","no","no",175.1,1,"False."
"3264","no","no",132.4,2,"False."
"3265","no","yes",97.8,0,"False."
"3266","no","no",266.9,3,"True."
"3268","no","no",200.2,1,"False."
"3269","no","no",289.1,2,"True."
"3270","yes","no",198.4,1,"False."
"3271","no","no",180.3,2,"False."
"3272","no","no",86.3,2,"False."
"3274","no","no",240.9,3,"False."
"3275","no","no",207.7,1,"False."
"3276","no","yes",128.5,1,"False."
"3277","no","yes",224.4,1,"False."
"3278","no","no",164.9,2,"False."
"3279","no","no",238,2,"False."
"3280","no","yes",231,2,"False."
"3281","no","no",107.3,4,"True."
"3282","no","no",185,1,"False."
"3283","no","yes",244.1,3,"False."
"3284","no","no",238.4,3,"False."
"3285","no","yes",141.1,1,"False."
"3287","no","yes",220.1,0,"False."
"3289","no","no",109.5,1,"False."
"3290","no","no",187.2,1,"False."
"3291","no","no",107.9,0,"False."
"3292","yes","yes",172.1,1,"True."
"3295","no","no",51.1,1,"False."
"3296","no","no",227.7,1,"False."
"3297","no","no",203.8,1,"False."
"3298","no","yes",241.7,1,"False."
"3299","no","no",78.1,1,"False."
"3301","no","yes",127.1,1,"False."
"3302","no","no",280,0,"True."
"3303","yes","no",153.2,1,"False."
"3304","no","yes",137.1,2,"False."
"3305","yes","no",186.1,4,"True."
"3306","no","yes",224.1,2,"False."
"3307","no","yes",83.6,1,"False."
"3308","no","no",203.9,4,"False."
"3309","no","no",211.3,1,"False."
"3310","yes","no",219.4,4,"False."
"3312","no","no",147.7,2,"False."
"3313","no","no",229.9,2,"False."
"3315","no","no",178.7,1,"False."
"3316","no","yes",148.5,0,"False."
"3317","no","yes",164.1,0,"False."
"3318","yes","no",197.2,1,"False."
"3319","no","no",124.9,2,"False."
"3320","no","no",115.4,3,"False."
"3321","yes","no",140,4,"True."
"3322","no","no",193.9,3,"False."
"3323","no","no",321.1,4,"True."
"3324","no","no",118.4,5,"True."
"3325","no","no",169.8,1,"False."
"3326","no","no",193.4,2,"False."
"3327","no","no",106.6,1,"False."
"3328","no","no",134.7,2,"False."
"3331","no","no",180.8,2,"False."
"3332","yes","no",213.8,2,"False."
"3333","no","yes",234.4,0,"False."
